job_1453472506771_755341	Mapper Spill	0	LOW
job_1453472506771_755341	Mapper GC	0	LOW
job_1453472506771_755341	Reducer GC	0	LOW
job_1453472506771_755341	Mapper Speed	1	HIGH
job_1453472506771_755341	Mapper Time	1	HIGH
job_1453472506771_755341	Reducer Time	0	LOW
job_1453472506771_755341	Mapper Data Skew	0	LOW
job_1453472506771_755341	Reducer Data Skew	0	LOW
job_1453472506771_755341	Mapper Memory	0	LOW
job_1453472506771_755341	Reducer Memory	0	LOW
job_1453472506771_760900	Mapper Spill	0	LOW
job_1453472506771_760900	Mapper GC	0	LOW
job_1453472506771_760900	Reducer GC	0	LOW
job_1453472506771_760900	Mapper Speed	0	LOW
job_1453472506771_760900	Mapper Time	0	LOW
job_1453472506771_760900	Reducer Time	0	LOW
job_1453472506771_760900	Mapper Data Skew	0	LOW
job_1453472506771_760900	Reducer Data Skew	0	LOW
job_1453472506771_760900	Mapper Memory	0	LOW
job_1453472506771_760900	Reducer Memory	0	LOW
job_1453472506771_759962	Mapper Spill	0	LOW
job_1453472506771_759962	Mapper GC	0	LOW
job_1453472506771_759962	Reducer GC	0	LOW
job_1453472506771_759962	Mapper Speed	0	LOW
job_1453472506771_759962	Mapper Time	0	LOW
job_1453472506771_759962	Reducer Time	0	LOW
job_1453472506771_759962	Mapper Data Skew	0	LOW
job_1453472506771_759962	Reducer Data Skew	0	LOW
job_1453472506771_759962	Mapper Memory	0	LOW
job_1453472506771_759962	Reducer Memory	0	LOW
job_1453472506771_756225	Mapper Spill	0	LOW
job_1453472506771_756225	Mapper GC	0	LOW
job_1453472506771_756225	Reducer GC	0	LOW
job_1453472506771_756225	Mapper Speed	0	LOW
job_1453472506771_756225	Mapper Time	0	LOW
job_1453472506771_756225	Reducer Time	0	LOW
job_1453472506771_756225	Mapper Data Skew	0	LOW
job_1453472506771_756225	Reducer Data Skew	0	LOW
job_1453472506771_756225	Mapper Memory	0	LOW
job_1453472506771_756225	Reducer Memory	0	LOW
job_1453472506771_756527	Mapper Spill	0	LOW
job_1453472506771_756527	Mapper GC	0	LOW
job_1453472506771_756527	Reducer GC	0	LOW
job_1453472506771_756527	Mapper Speed	0	LOW
job_1453472506771_756527	Mapper Time	0	LOW
job_1453472506771_756527	Reducer Time	1	HIGH
job_1453472506771_756527	Mapper Data Skew	0	LOW
job_1453472506771_756527	Reducer Data Skew	0	LOW
job_1453472506771_756527	Mapper Memory	26	HIGH
job_1453472506771_756527	Reducer Memory	1	HIGH
job_1453472506771_756437	Mapper Spill	0	LOW
job_1453472506771_756437	Mapper GC	0	LOW
job_1453472506771_756437	Reducer GC	0	LOW
job_1453472506771_756437	Mapper Speed	0	LOW
job_1453472506771_756437	Mapper Time	0	LOW
job_1453472506771_756437	Reducer Time	0	LOW
job_1453472506771_756437	Mapper Data Skew	0	LOW
job_1453472506771_756437	Reducer Data Skew	0	LOW
job_1453472506771_756437	Mapper Memory	0	LOW
job_1453472506771_756437	Reducer Memory	0	LOW
job_1453472506771_758276	Mapper Spill	0	LOW
job_1453472506771_758276	Mapper GC	0	LOW
job_1453472506771_758276	Reducer GC	0	LOW
job_1453472506771_758276	Mapper Speed	0	LOW
job_1453472506771_758276	Mapper Time	0	LOW
job_1453472506771_758276	Reducer Time	0	LOW
job_1453472506771_758276	Mapper Data Skew	0	LOW
job_1453472506771_758276	Reducer Data Skew	0	LOW
job_1453472506771_758276	Mapper Memory	0	LOW
job_1453472506771_758276	Reducer Memory	0	LOW
job_1453472506771_760290	Mapper Spill	0	LOW
job_1453472506771_760290	Mapper GC	1	HIGH
job_1453472506771_760290	Reducer GC	0	LOW
job_1453472506771_760290	Mapper Speed	1	HIGH
job_1453472506771_760290	Mapper Time	1	HIGH
job_1453472506771_760290	Reducer Time	0	LOW
job_1453472506771_760290	Mapper Data Skew	0	LOW
job_1453472506771_760290	Reducer Data Skew	0	LOW
job_1453472506771_760290	Mapper Memory	0	LOW
job_1453472506771_760290	Reducer Memory	0	LOW
job_1453472506771_755196	Mapper Spill	0	LOW
job_1453472506771_755196	Mapper GC	0	LOW
job_1453472506771_755196	Reducer GC	0	LOW
job_1453472506771_755196	Mapper Speed	1	HIGH
job_1453472506771_755196	Mapper Time	1	HIGH
job_1453472506771_755196	Reducer Time	0	LOW
job_1453472506771_755196	Mapper Data Skew	0	LOW
job_1453472506771_755196	Reducer Data Skew	0	LOW
job_1453472506771_755196	Mapper Memory	0	LOW
job_1453472506771_755196	Reducer Memory	0	LOW
job_1453472506771_760275	Mapper Spill	0	LOW
job_1453472506771_760275	Mapper GC	1	HIGH
job_1453472506771_760275	Reducer GC	0	LOW
job_1453472506771_760275	Mapper Speed	1	HIGH
job_1453472506771_760275	Mapper Time	1	HIGH
job_1453472506771_760275	Reducer Time	0	LOW
job_1453472506771_760275	Mapper Data Skew	0	LOW
job_1453472506771_760275	Reducer Data Skew	0	LOW
job_1453472506771_760275	Mapper Memory	0	LOW
job_1453472506771_760275	Reducer Memory	0	LOW
job_1453472506771_757463	Mapper Spill	0	LOW
job_1453472506771_757463	Mapper GC	0	LOW
job_1453472506771_757463	Reducer GC	0	LOW
job_1453472506771_757463	Mapper Speed	0	LOW
job_1453472506771_757463	Mapper Time	0	LOW
job_1453472506771_757463	Reducer Time	0	LOW
job_1453472506771_757463	Mapper Data Skew	0	LOW
job_1453472506771_757463	Reducer Data Skew	0	LOW
job_1453472506771_757463	Mapper Memory	0	LOW
job_1453472506771_757463	Reducer Memory	0	LOW
job_1453472506771_753934	Mapper Spill	0	LOW
job_1453472506771_753934	Mapper GC	0	LOW
job_1453472506771_753934	Reducer GC	0	LOW
job_1453472506771_753934	Mapper Speed	0	LOW
job_1453472506771_753934	Mapper Time	750	HIGH
job_1453472506771_753934	Reducer Time	0	LOW
job_1453472506771_753934	Mapper Data Skew	0	LOW
job_1453472506771_753934	Reducer Data Skew	0	LOW
